date,ticker,industry_return,peg,cape,ev_multiple,price_op,price_sales,pb,roe,roic,op_margin,pretax_ea,pretax_noa,roic_ce,int_ltdebt,leverage,int_coverage,ccc,industry
2017-12-31,NODUR,0.01900157843171368,1.245268610155841,22.30608746705746,11.981459010493046,19.70404984423676,1.531273480965826,2.383845706998491,0.09124129848600869,0.06343974171868205,0.09736026729866826,0.16471584331803063,0.23571677097818647,0.11465370361680444,0.04689863631347889,0.2774326809366269,6.582887235061148,88.02591463153475,NODUR
2018-01-31,NODUR,0.019488489163526662,1.2505289728416464,22.26081266352354,11.981459010493046,20.61007462686567,1.5333599154734516,2.4375033402080533,0.08729439676388795,0.061865673858584255,0.09736026729866826,0.16473304919243037,0.2358299661902849,0.1150669970100828,0.04724992742531646,0.28564603527578314,6.526231410693562,88.55975756442172,NODUR
2018-02-28,NODUR,-0.06309159887324273,1.205708838998774,20.986398047072136,12.220267245265745,19.53844473569244,1.4953326567578413,2.2296252651971757,0.08868158797115958,0.07534062648331209,0.09466730862368469,0.16264306784660768,0.23137211013779094,0.10870924732593715,0.05064616120993199,0.282774962309139,5.97983300249071,88.55975756442172,NODUR
2018-03-31,NODUR,-0.011110757409119286,1.0144220082598392,21.544520997836837,12.549895823921453,19.26533349064024,1.4385669697476442,2.263196884672036,0.1044018740949172,0.081072230924941,0.09270877839993404,0.160917043787144,0.2357462044253358,0.11143400182944388,0.05056032241986398,0.2758040948587176,6.281287246722288,85.56045746653757,NODUR
2018-04-30,NODUR,-0.040484280815227765,0.7284401845730814,20.96258002367264,12.520566971454057,18.203260869565216,1.4131976999564078,2.2485520151456733,0.1040141573750834,0.081072230924941,0.09270877839993404,0.160917043787144,0.2357462044253358,0.11009194056015613,0.05056032241986398,0.2698452325701862,6.06096260141578,86.7698763295434,NODUR
2018-05-31,NODUR,-0.006373277786262412,0.5334736763295833,22.093932650280774,12.341284033822909,18.5345427788491,1.4771709978628653,2.218080756586003,0.11272219513953712,0.07852924703500998,0.09342045259563957,0.16592224186407564,0.23156852941076572,0.11137670124446152,0.048582598116062914,0.287898154517813,6.241077219238479,86.76431759533702,NODUR
2018-06-30,NODUR,0.04634998701496151,0.5978518742181771,21.92171865684425,12.341284033822909,18.552631578947366,1.4687694745356594,2.2613817617237917,0.1145698961232942,0.08002567126640352,0.0939028613479936,0.16393332377710113,0.2248937638863292,0.11298787265404853,0.048249703274379344,0.287898154517813,6.297785897391819,87.45139077688734,NODUR
2018-07-31,NODUR,0.029199242409309538,0.5885335929487424,21.148664348459597,11.992170084502515,18.412470725995316,1.4379678330881274,2.2151222846336083,0.12018509009138553,0.08177684145620841,0.09692018399592042,0.1668616099850461,0.22530252862916728,0.11542044357883627,0.048915492957746484,0.28834062461631915,6.401749756978198,87.97536162177275,NODUR
2018-08-31,NODUR,-0.011649637802476062,0.660655105481244,21.55810484354873,12.131697693442568,18.46186868686869,1.431091118948069,2.283567868051664,0.12446919150664863,0.08523308029543496,0.09101496404852749,0.16354564893410228,0.22448499914349113,0.11229925178184141,0.052791092220842425,0.29105312367512565,6.401749756978198,88.97737932134379,NODUR
2018-09-30,NODUR,0.00718799426851651,0.5658499809862294,20.203977686592435,12.33592648909208,18.15888300433317,1.3471796687986872,2.1535979325041357,0.12123589222310484,0.08695791027701047,0.09025868857609473,0.1553687907676869,0.2157959641896644,0.11229925178184141,0.05283774848673944,0.27613394634846533,6.268211920529801,88.04984794839972,NODUR
2018-10-31,NODUR,0.0014590229638518867,0.5054514461666733,18.999941463379006,12.38618195446187,16.588055130168453,1.286571204348669,2.064184101513684,0.11855271308685404,0.0852475437000075,0.09025868857609473,0.1553687907676869,0.221093438879091,0.11229925178184141,0.05283774848673944,0.27613394634846533,6.268211920529801,88.04984794839972,NODUR
2018-11-30,NODUR,0.0048953171513491265,0.4865669894108668,19.054996365341747,12.581373951313982,15.975820379965457,1.2787116359697253,2.1221247256864,0.12206330275503188,0.08522678638243586,0.09044241657497273,0.150737174597762,0.2213960014030165,0.1183891741253562,0.052807636219502505,0.2728554359071503,6.2800522734337125,90.52308614026309,NODUR
2018-12-31,NODUR,-0.11145364361075392,0.41042130410606714,16.23023456703009,12.634703054725469,14.38308457711443,1.1153036109511665,1.7684350074953072,0.11232766960265017,0.08445718798581293,0.09083191850594229,0.15116982082742209,0.2165933228141118,0.11420777465133121,0.053573879792136486,0.2715000796272691,6.252786220871328,93.37454951516096,NODUR
2019-01-31,NODUR,0.07307022013863453,0.48578288093074373,18.76213068293985,12.620373031524606,15.14689265536723,1.2428626991151195,1.904634319261413,0.11453293085886904,0.08413313049695255,0.09083191850594229,0.15116982082742209,0.2165933228141118,0.11480107435121224,0.053446043696408575,0.2715000796272691,6.014312977099236,91.94881782771202,NODUR
2019-02-28,NODUR,0.010938793728207876,0.5513800178010904,19.01864277954375,11.858819662921348,16.402065556007045,1.2486332936442015,2.0981230772077306,0.11045680100892141,0.08449198369461917,0.09388759610950854,0.149488008351346,0.21304131367746512,0.11274300475333748,0.0554408808819648,0.2486185060316534,5.448976400797918,86.75440487157779,NODUR
2019-03-31,NODUR,0.04024345341693442,0.6081693255568268,18.664922755336313,11.847408226699883,16.631884057971014,1.2000715941094866,1.962932256342358,0.10691096901131333,0.07354835186339784,0.09517176277216409,0.15050843175645806,0.22171910617643867,0.11008648410626679,0.05503713972398667,0.24983336670706888,5.395761741122566,84.96877906604193,NODUR
2019-04-30,NODUR,0.03110051752807308,0.6470065643178469,19.158799236900222,11.847408226699883,16.86464968152866,1.259549208520854,2.104545424854452,0.10520538742954294,0.07310985933266266,0.09438187277930071,0.15050843175645806,0.2142958244869073,0.11008648410626679,0.05503713972398667,0.24983336670706888,5.330433746425167,84.96877906604193,NODUR
2019-05-31,NODUR,-0.05543280886024007,0.4600600432660967,17.04024099584775,12.183571477912498,16.105291005291008,1.1026560134445844,1.9288797657764807,0.10446905049450493,0.06284736234517718,0.09537538897809117,0.15596201608415086,0.21272147101180133,0.10585528181178373,0.052066081315346124,0.26202959124994873,5.329351535836178,85.32181089379463,NODUR
2019-06-30,NODUR,0.04725447816757635,0.5404921007506653,18.008467371395472,12.2544597273798,17.036597063067653,1.204678514811941,2.054538618566029,0.10430911455133919,0.06131381406796759,0.0947458248918426,0.16081355510320822,0.2112999420010724,0.10425773058031791,0.0512346631192616,0.2869393550447926,5.329351535836178,90.58785190793503,NODUR
2019-07-31,NODUR,0.017200265789533067,0.7425893848269687,17.795520849209513,12.32023168931075,17.302600472813236,1.1934607859473556,2.0546627679472627,0.10390386022148121,0.058486685547421986,0.09281699905593581,0.15765353438675817,0.20982412144237828,0.10286374966588553,0.05211454051417822,0.28525887587620236,5.357289129503014,92.65045610714022,NODUR
2019-08-31,NODUR,-0.014693954465904603,0.731999842893492,16.26478079786199,12.253007332458267,15.782483202019169,1.105801573416719,1.8689022561195159,0.09700754871581888,0.05439611724934815,0.09372226172545385,0.15088633094837714,0.20079112551250325,0.10165061146634502,0.05074638620961218,0.27468015722619554,4.889400921658985,92.65045610714022,NODUR
2019-09-30,NODUR,0.01849208121543533,0.6531617175817133,17.09795235286625,11.918920951859954,16.2875877089109,1.1477449608131325,1.9842909658527477,0.10240075463676464,0.05509793894842385,0.09630671863573009,0.15168964845263277,0.20609167875333087,0.09969138153101449,0.049982628088186196,0.28662402050049873,5.00949756338577,91.47936584954194,NODUR
2019-10-31,NODUR,0.000691689810574722,0.5976288330076496,18.021812670908336,11.901250946275272,16.152388187184897,1.1353276570251607,1.9468835634661956,0.0909973715373816,0.05439611724934815,0.09851958174775757,0.15465912239545326,0.2063112253081314,0.10010954741054737,0.049463468551855246,0.27448402065420485,4.936533325130855,90.6257871439629,NODUR
2019-11-30,NODUR,0.023617985136133675,0.7537047509936537,18.40244087924344,11.638542535446206,16.91891891891892,1.2344657855452346,2.032321530567275,0.0899724268488415,0.052402745724599145,0.09106794120670161,0.15065104038323165,0.19634318200980447,0.10009023913370432,0.04913526266802312,0.2950732006884125,5.029081470494756,89.77220843838384,NODUR
2019-12-31,NODUR,0.03455326414345478,0.6340795411822777,19.068307938067456,11.646902133116477,17.783783783783782,1.2149946016063407,2.1017231012641995,0.0933249041813693,0.05348433938889943,0.09420599739243807,0.15065104038323165,0.19634318200980447,0.10052771329008023,0.048164682571364636,0.29589075555978595,4.86804622142362,84.60253619710346,NODUR
2020-01-31,NODUR,-0.004060739516024936,0.5900287283267593,18.43783153770604,11.642722334281341,16.120857699805068,1.2031529000694872,1.9287670413776608,0.0937554753464986,0.052991976414289085,0.09582794286206243,0.1531593290209139,0.19781873285387896,0.1016225109431694,0.04806218287811724,0.2966539336790134,5.023391308100643,88.01143643333661,NODUR
